playerID,yearID,Age,teamID,lgID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS_Plus,TB,GDP,HBP,SH,SF,IBB
beatope01,2017,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beckch02,2017,26,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beckhgo01,2017,30,SEA,AL,11,18,17,2,3,0,0,0,0,1,0,1,2,0.176,0.222,0.176,0.399,11,3,2,0,0,0,0
beckhti01,2017,27,TBR,AL,87,345,317,31,82,5,3,12,36,5,4,24,110,0.259,0.314,0.407,0.721,97,129,8,2,1,1,0
beckhti01,2017,27,BAL,AL,50,230,216,36,66,13,2,10,26,1,1,12,57,0.306,0.348,0.523,0.871,131,113,2,2,0,0,0
bedroca01,2017,25,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belisma01,2017,37,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellch02,2017,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellico01,2017,21,LAD,NL,132,548,480,87,128,26,4,39,97,10,3,64,146,0.267,0.352,0.581,0.933,142,279,5,1,0,3,13
belljo02,2017,24,PIT,NL,159,620,549,75,140,26,6,26,90,2,4,66,117,0.255,0.334,0.466,0.8,108,256,15,1,0,4,4
beltbr01,2017,29,SFG,NL,104,451,382,63,92,27,3,18,51,3,2,66,104,0.241,0.355,0.469,0.823,117,179,5,2,0,1,2
beltrad01,2017,38,TEX,AL,94,389,340,47,106,22,1,17,71,1,0,39,52,0.312,0.383,0.532,0.915,135,181,7,4,0,6,2
beltrca01,2017,40,HOU,AL,129,509,467,60,108,29,0,14,51,0,0,33,102,0.231,0.283,0.383,0.666,84,179,9,3,0,6,3
beninan01,2017,22,BOS,AL,151,658,573,84,155,26,1,20,90,20,5,70,112,0.271,0.352,0.424,0.776,103,243,16,6,1,8,7
benoijo01,2017,39,PHI,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benoijo01,2017,39,PIT,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bergmch01,2017,29,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
berrijo01,2017,23,MIN,AL,3,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,9,1,0,0,0,0,0
berryqu01,2017,32,MIL,NL,7,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,-100,0,0,0,0,0,0
betande01,2017,29,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bethach01,2017,25,SDP,NL,8,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-23,1,0,0,0,0,0
bettich01,2017,28,COL,NL,9,15,11,1,1,0,0,0,1,0,0,1,6,0.091,0.167,0.091,0.258,-33,1,0,0,3,0,0
bettsmo01,2017,24,BOS,AL,153,712,628,101,166,46,2,24,102,26,3,77,79,0.264,0.344,0.459,0.803,108,288,9,2,0,5,9
biagijo01,2017,27,TOR,AL,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
bibenau01,2017,32,TEX,AL,2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
birdgr01,2017,24,NYY,AL,48,170,147,20,28,7,0,9,28,0,0,19,42,0.19,0.288,0.422,0.71,84,62,2,2,0,2,0
blachty01,2017,26,SFG,NL,36,53,44,5,10,2,0,1,7,0,0,4,21,0.227,0.286,0.341,0.627,66,15,1,0,4,1,0
blackch02,2017,30,COL,NL,159,725,644,137,213,35,14,37,104,14,10,65,135,0.331,0.399,0.601,1,142,387,4,10,3,3,9
blackpa01,2017,23,OAK,AL,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
blairaa01,2017,25,ATL,NL,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,433,1,0,0,0,0,0
blancan01,2017,33,PHI,NL,80,144,130,10,25,4,0,3,13,1,0,12,34,0.192,0.257,0.292,0.549,46,38,1,0,0,2,0
blancgr01,2017,33,ARI,NL,90,256,224,43,55,10,3,3,13,15,1,31,59,0.246,0.337,0.357,0.694,76,80,2,0,1,0,0
blantjo01,2017,36,WSN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
blashja01,2017,27,SDP,NL,61,195,164,24,35,6,0,5,16,1,2,28,66,0.213,0.333,0.341,0.675,83,56,5,2,0,1,0
blazemi01,2017,28,MIL,NL,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0
bleieri01,2017,30,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blevije01,2017,33,NYM,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bogaexa01,2017,24,BOS,AL,148,635,571,94,156,32,6,10,62,15,1,56,116,0.273,0.343,0.403,0.746,95,230,17,6,0,2,6
bonifem01,2017,32,ATL,NL,38,44,38,2,5,1,1,0,3,0,0,1,9,0.132,0.15,0.211,0.361,-6,8,1,0,4,1,0
bonifjo01,2017,24,KCR,AL,113,422,384,55,98,15,1,17,40,1,1,35,118,0.255,0.32,0.432,0.752,97,166,8,2,0,1,0
bonilli01,2017,27,CIN,NL,7,8,6,0,1,0,0,0,0,0,0,1,3,0.167,0.375,0.167,0.542,51,1,0,1,0,0,0
bormajo01,2017,24,PIT,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
boshebu01,2017,29,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bostich01,2017,24,PIT,NL,20,32,27,6,8,2,0,0,1,0,1,4,9,0.296,0.406,0.37,0.777,107,10,0,1,0,0,0
bourjpe01,2017,30,TBR,AL,100,203,188,27,42,9,3,5,15,5,4,12,53,0.223,0.272,0.383,0.655,78,72,2,1,1,1,0
bourju01,2017,29,MIA,NL,108,429,377,52,109,18,0,25,83,1,0,47,95,0.289,0.366,0.536,0.902,139,202,10,1,0,4,7
bowmama01,2017,26,STL,NL,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
boxbebr01,2017,29,TBR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydma01,2017,26,DET,AL,2,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,78,1,0,0,0,0,0
brachbr01,2017,31,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,2017,24,ARI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bradfch02,2017,27,NYM,NL,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
bradlar01,2017,24,ARI,NL,60,4,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,27,1,0,0,0,0,0
bradlja02,2017,27,BOS,AL,133,541,482,58,118,19,3,17,63,8,3,48,124,0.245,0.323,0.402,0.726,89,194,8,9,0,2,4
brantmi02,2017,30,CLE,AL,90,375,338,47,101,20,1,9,52,11,1,31,50,0.299,0.357,0.444,0.801,108,150,8,2,0,4,3
brantro01,2017,27,CHW,AL,13,36,31,4,9,1,0,2,5,0,0,3,14,0.29,0.389,0.516,0.905,142,16,0,2,0,0,0
braulst01,2017,25,PIT,NL,12,13,13,2,3,1,0,0,2,0,0,0,0,0.231,0.231,0.308,0.538,40,4,0,0,0,0,0
braunry02,2017,33,MIL,NL,104,425,380,58,102,28,2,17,52,12,4,38,76,0.268,0.336,0.487,0.823,111,185,15,3,0,4,2
brebbjo01,2017,27,STL,NL,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
bregmal01,2017,23,HOU,AL,155,626,556,88,158,39,5,19,71,17,5,55,97,0.284,0.352,0.475,0.827,128,264,15,7,1,7,2
breslcr01,2017,36,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briceau01,2017,25,CIN,NL,21,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
brinsle01,2017,23,MIL,NL,21,55,47,2,5,0,1,2,3,1,0,7,17,0.106,0.236,0.277,0.513,34,13,0,1,0,0,1
brittza01,2017,29,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brothre01,2017,29,ATL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broxtjo01,2017,33,STL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broxtke01,2017,27,MIL,NL,143,463,414,66,91,15,4,20,49,21,7,40,175,0.22,0.299,0.42,0.719,85,174,3,7,1,1,1
bruceja01,2017,30,CLE,AL,43,169,149,21,37,9,2,7,26,1,0,18,37,0.248,0.331,0.477,0.808,108,71,2,1,0,1,0
bruceja01,2017,30,NYM,NL,103,448,406,61,104,20,0,29,75,0,1,39,102,0.256,0.321,0.52,0.841,118,211,9,1,0,2,0
brugmja01,2017,25,OAK,AL,48,162,143,12,38,2,0,3,12,1,2,18,38,0.266,0.346,0.343,0.688,89,49,1,0,0,1,1
bryankr01,2017,25,CHC,NL,151,665,549,111,162,38,4,29,73,7,5,95,128,0.295,0.409,0.537,0.946,143,295,8,15,0,6,5
buchaja01,2017,27,CIN,NL,4,3,2,1,1,0,0,0,1,0,0,1,1,0.5,0.667,0.5,1.167,214,1,0,0,0,0,0
buchhcl01,2017,32,PHI,NL,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
buchtry01,2017,30,SDP,NL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buchtry01,2017,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buehlwa01,2017,22,LAD,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bumgama01,2017,27,SFG,NL,15,36,34,4,7,0,0,3,5,0,0,2,11,0.206,0.25,0.471,0.721,86,16,1,0,0,0,0
bummeaa01,2017,23,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnsbi02,2017,27,KCR,AL,7,6,6,1,1,0,0,0,0,0,1,0,1,0.167,0.167,0.167,0.333,-11,1,0,0,0,0,0
busenal01,2017,26,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bushma01,2017,31,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buterdr01,2017,33,KCR,AL,75,177,163,18,37,4,1,3,14,0,0,12,41,0.227,0.284,0.319,0.603,60,52,0,1,1,0,0
butleed01,2017,26,CHC,NL,12,19,15,0,1,0,0,0,0,0,0,1,6,0.067,0.125,0.067,0.192,-48,1,0,0,3,0,0
buxtoby01,2017,23,MIN,AL,140,511,462,69,117,14,6,16,51,29,1,38,150,0.253,0.314,0.413,0.728,94,191,1,4,5,2,2
cabreas01,2017,31,NYM,NL,135,540,479,66,134,32,0,14,59,3,2,50,83,0.28,0.351,0.434,0.785,107,208,19,5,1,5,1
cabreme01,2017,32,KCR,AL,58,238,223,24,60,13,2,4,29,1,2,11,22,0.269,0.303,0.399,0.702,85,89,12,1,0,3,0
cabreme01,2017,32,CHW,AL,98,428,397,54,117,17,0,13,56,0,0,25,52,0.295,0.336,0.436,0.771,107,173,7,1,2,3,1
cabremi01,2017,34,DET,AL,130,529,469,50,117,22,0,16,60,0,1,54,110,0.249,0.329,0.399,0.728,92,187,15,3,0,3,6
cahiltr01,2017,29,KCR,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
cahiltr01,2017,29,SDP,NL,9,17,13,1,4,1,0,0,2,0,0,1,3,0.308,0.357,0.385,0.742,100,5,0,0,3,0,0
cainlo01,2017,31,KCR,AL,155,645,584,86,175,27,5,15,49,26,2,54,100,0.3,0.363,0.44,0.803,112,257,20,5,0,2,1
cainma01,2017,32,SFG,NL,24,34,32,1,5,2,0,0,2,0,0,0,20,0.156,0.156,0.219,0.375,-1,7,0,0,2,0,0
calhoko01,2017,29,LAA,AL,155,654,569,77,139,23,2,19,71,5,1,71,134,0.244,0.333,0.392,0.725,97,223,10,8,0,6,4
calhowi01,2017,22,TEX,AL,13,37,34,3,9,0,0,1,4,0,0,2,7,0.265,0.324,0.353,0.677,77,12,0,1,0,0,0
calixor01,2017,25,SFG,NL,29,55,49,5,7,1,0,0,6,1,0,3,16,0.143,0.185,0.163,0.348,-6,8,1,0,1,2,0
callaja01,2017,22,NYM,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camarjo01,2017,23,ATL,NL,82,256,241,30,72,21,2,4,27,0,0,12,51,0.299,0.331,0.452,0.783,104,109,5,0,2,1,2
candeje01,2017,23,CHC,NL,11,36,33,2,5,2,0,1,3,0,0,1,12,0.152,0.222,0.303,0.525,35,10,1,2,0,0,0
candeje01,2017,23,DET,AL,27,106,94,16,31,7,0,2,13,0,0,12,18,0.33,0.406,0.468,0.874,131,44,2,0,0,0,0
canhama01,2017,28,OAK,AL,57,187,173,16,36,13,1,5,14,2,0,7,56,0.208,0.262,0.382,0.644,72,66,5,6,0,1,0
canoro01,2017,34,SEA,AL,150,648,592,79,166,33,0,23,97,1,0,49,85,0.28,0.338,0.453,0.791,112,268,18,4,0,3,8
cappsca01,2017,26,SDP,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caratvi01,2017,23,CHC,NL,31,66,59,6,15,3,0,1,2,0,0,4,13,0.254,0.333,0.356,0.689,80,21,3,3,0,0,1
cardust01,2017,29,COL,NL,15,32,28,2,4,0,0,0,3,0,0,3,7,0.143,0.25,0.143,0.393,2,4,0,1,0,0,0
carlesh01,2017,25,COL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carpema01,2017,31,STL,NL,145,622,497,91,120,31,2,23,69,2,1,109,125,0.241,0.384,0.451,0.835,120,224,5,9,2,5,4
carraca01,2017,30,CLE,AL,2,5,4,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,-40,0,0,0,0,0,0
carreez01,2017,30,TOR,AL,131,325,287,38,81,10,1,8,20,10,1,30,75,0.282,0.356,0.408,0.764,100,117,4,3,5,0,0
cartech02,2017,30,NYY,AL,62,208,184,20,37,5,1,8,26,0,0,20,76,0.201,0.284,0.37,0.653,71,68,5,2,0,2,0
casalcu01,2017,28,TBR,AL,9,13,9,2,3,0,0,1,3,0,0,3,3,0.333,0.462,0.667,1.128,205,6,0,0,0,1,0
cashnan01,2017,30,TEX,AL,2,7,5,0,1,0,0,0,1,0,0,0,2,0.2,0.167,0.2,0.367,-5,1,0,0,1,1,0
casteni01,2017,25,DET,AL,157,665,614,73,167,36,10,26,101,4,5,41,142,0.272,0.32,0.49,0.811,110,301,12,5,0,5,0
castifa01,2017,28,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castilu02,2017,24,CIN,NL,14,33,29,0,2,0,0,0,1,0,0,1,11,0.069,0.1,0.069,0.169,-54,2,0,0,3,0,0
castiwe01,2017,30,BAL,AL,96,365,341,44,96,11,0,20,53,0,0,22,97,0.282,0.323,0.49,0.813,115,167,10,0,0,2,0
castrja01,2017,30,MIN,AL,110,407,356,49,86,22,0,10,47,0,0,45,108,0.242,0.333,0.388,0.72,93,138,10,4,1,1,1
castrmi01,2017,22,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castrsi01,2017,29,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castrst01,2017,27,NYY,AL,112,473,443,66,133,18,1,16,63,2,0,23,93,0.3,0.338,0.454,0.792,106,201,9,4,0,3,1
cecchga02,2017,23,NYM,NL,32,82,77,4,16,2,0,1,7,0,1,4,19,0.208,0.256,0.273,0.529,41,21,3,1,0,0,1
cecilbr01,2017,30,STL,NL,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
cecilda01,2017,27,TOR,AL,3,5,5,2,2,1,0,1,3,0,0,0,0,0.4,0.4,1.2,1.6,294,6,0,0,0,0,0
centeju01,2017,27,HOU,AL,22,57,52,5,12,0,0,2,4,0,0,4,12,0.231,0.286,0.346,0.632,75,18,2,0,1,0,1
cervefr01,2017,31,PIT,NL,81,304,265,31,66,13,2,5,31,0,2,32,65,0.249,0.342,0.37,0.712,88,98,7,6,0,1,0
cervehu01,2017,27,MIA,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cespeyo01,2017,31,NYM,NL,81,321,291,46,85,17,2,17,42,0,1,26,61,0.292,0.352,0.54,0.892,132,157,7,2,0,2,5
chacial01,2017,24,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chacijh01,2017,29,SDP,NL,33,61,54,0,12,2,0,0,4,1,0,0,11,0.222,0.222,0.259,0.481,29,14,2,0,7,0,0
chafian01,2017,27,ARI,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmar01,2017,29,NYY,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmma01,2017,24,OAK,AL,84,326,290,39,68,23,2,14,40,0,3,32,92,0.234,0.313,0.472,0.785,110,137,2,2,0,2,0
chatwty01,2017,27,COL,NL,33,47,39,5,6,1,0,0,2,0,0,1,9,0.154,0.175,0.179,0.354,-12,7,0,0,7,0,0
chaveje01,2017,33,LAA,AL,4,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,1,0,0
chenwe02,2017,31,MIA,NL,8,8,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-32,1,0,0,0,0,0
chiriro01,2017,33,TEX,AL,88,309,263,46,67,13,1,17,38,1,0,34,79,0.255,0.36,0.506,0.866,122,133,5,10,1,1,0
chiselo01,2017,28,CLE,AL,82,270,236,34,68,17,1,12,53,2,2,25,55,0.288,0.36,0.521,0.881,126,123,6,3,3,3,2
choiji01,2017,26,NYY,AL,6,18,15,2,4,1,0,2,5,0,0,2,5,0.267,0.333,0.733,1.067,169,11,1,0,0,1,0
choosh01,2017,34,TEX,AL,149,636,544,96,142,20,1,22,78,12,3,77,134,0.261,0.357,0.423,0.78,103,230,18,7,3,5,1
cingrto01,2017,27,CIN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
